Gene	Emp_Uns	Emp_IFNg	Emp_6hr_CpG	Emp_6hr_pIC	Emp_6hr_all3	NCoR1_Uns	NCoR1_IFNg	NCoR1_6hr_CpG	NCoR1_6hr_pIC	NCoR1_6hr_all3
Gfpt1	-0.961922450924124	-0.869096085195288	0.847018363239964	1.86748791261207	0.572657239232026	-1.03950718486605	-1.09380261396735	0.143205346989483	0.683180524274378	-0.149221051395108
Abcc5	-0.107277509184097	0.145978727977162	-0.420038866292607	0.204277209075643	-0.484436811395129	1.08379499395198	2.1023453712443	-0.968081951686227	-0.157293765085798	-1.39926739860523
Kcnmb4	0.336337283727933	-0.308274614178832	-1.1901480234723	-1.00609907636664	-0.601979309722304	1.56127592168803	1.78517236684214	0.00265295487417391	0.0336125056422534	-0.61255000903447
Gm4013	1.75252519972308	0.738669152603902	-1.55466132767152	0.513129549652354	0.20410823059574	-0.0958232851882635	-1.15881259913452	0.0631584532689635	-1.00516672709729	0.542873353247577
Hpcal1	-0.51207561463818	-0.029749504466788	-0.865678746940706	-1.16495112977634	-0.750804366842819	-0.326524236899079	0.0715147919907922	2.18134590498487	0.366063866242291	1.03085903634596
Tbc1d31	0.986041666016241	0.939080141802943	-0.434555276539401	-0.420938723493615	-0.882451255217864	1.31101476829399	1.14063458625034	-1.02362459060402	-0.246775162194811	-1.3684261543138
Tmem176b	-1.01925869374108	-1.02891817401366	1.10821520112279	-0.061659937932143	0.174204495604645	-1.00407657307466	-0.871145202641391	1.8197126351439	0.148246621186474	0.734679628345114
Cyp3a13	-1.1532040932547	-0.829232053008263	-0.247016744651434	-0.238350308936146	-0.27811176792903	-0.861794774209737	-0.336436750746776	1.72373911420521	0.612680168751525	1.60772720977936
Akap7	-0.321545140189895	-0.590316321253072	-1.95073724266403	-0.163733954273197	-0.731135659048893	1.23553677362101	0.825698938268347	-0.166159227146704	1.25615822217991	0.606233610506522
Ablim1	1.74043788305626	1.86319973268655	-0.0713002759367886	0.111083185671374	-0.170090376394494	-0.515324284973528	-0.739501466027341	-0.739501466027341	-0.739501466027341	-0.739501466027341
Ulk1	-1.25727272447764	-1.26812395181995	0.0774059978862074	-1.00857680884854	-0.0568502537264498	-0.0869138757132924	0.0347179749226381	1.31574017086735	0.618093936580972	1.63177953432872
Golga3	-1.4133173716829	-1.02922330911703	-0.902193832795663	1.19069464293651	0.599408390171142	-0.526975381360076	-0.48338903013102	0.473616103957696	1.50916621174383	0.582213576277498
Wdyhv1	0.789832358041253	-0.596750566654737	1.79566192604563	-0.898416589516308	0.103173065347325	-0.0128525111617726	-1.05172612111359	0.783181039133366	-1.41579701312715	0.503694413006024
Traf1	-1.24965132451736	-1.16373305767438	0.51107674117465	0.75295450435737	0.972089162679303	-1.14050164074839	-1.03918366174504	0.781950294548673	0.589262459429023	0.985736522496161
Rxra	1.04254138124399	1.16574233841718	1.1547420746747	-1.43422769441223	-0.288112648059446	0.120187347336313	0.195564071940715	0.195122772797792	-1.65687249122678	-0.494687152712247
Dapk3	-1.14423351016942	-0.562722463600947	-0.991909568634285	-1.01735448741962	0.0776208359300839	0.274065972560907	1.89937304123287	-0.254470025981498	0.611718106347079	1.10791209973483
Mir6998	-0.316227766016851	-0.316227766016851	2.84604989415153	-0.316227766016851	-0.316227766016851	-0.316227766016851	-0.316227766016851	-0.316227766016851	-0.316227766016851	-0.316227766016851
Ap3m2	-0.848816912300715	-0.974474325721421	-0.619490223807873	1.36423407381887	1.25452574163149	-0.900866115508389	-1.05328025514035	0.0728916633361918	0.596790481752335	1.10848587193986
Sirt2	0.321754588872549	0.053831524273643	-0.0808178693081152	0.902529851035818	1.68230148252359	-1.23042049391768	-1.38102009116543	-1.00627694205942	-0.148721283238459	0.886839232983502
Slit3	1.61960392230418	-0.470678886000213	2.14582716569758	-0.470678886000213	-0.470678886000213	-0.470678886000213	-0.470678886000213	-0.470678886000213	-0.470678886000213	-0.470678886000213
Dcakd	-0.913570158485863	-0.976625386255163	0.407225559593538	0.485423041804256	0.906575733676227	-1.33864759626766	-1.29471148704644	1.07938534187398	0.854054033722366	0.790890917384734
Vps35l	1.17250423608105	1.40876652894759	-0.267361862366706	-0.895365289982428	-1.56242282335765	0.639114870132016	0.784637031178982	-0.562077546445121	0.244681356356173	-0.962476500543912
Cyhr1	1.15371247232794	1.1771992543091	0.360655858492977	-1.33907943869174	-1.48604903270285	0.736873771435815	0.678886780773313	-0.0682373343230495	-1.05765982440655	-0.156302507214934
Taf10	1.70171197719306	0.42055019113618	0.0922315749913042	-1.26132495284616	-0.920239730332154	1.34239804311099	0.595850682694043	-0.573225967338643	-0.794454248762513	-0.603497569846115
Hagh	1.37695724065744	0.97178843882724	-0.912357634449115	-1.44953000986777	-0.183156894957986	0.194949534332041	0.329184103071539	-0.152643781198448	-1.31387488634563	1.13868388993069
Ogfod3	1.87943810651876	0.704787113572234	-0.480301109047316	-0.947883044785855	-1.07566800724606	1.06862301033086	0.659850108690803	-0.690294167788605	-0.507740568245306	-0.61081144199952
Syn1	0.265656535526807	0.679775124569879	-0.493603590624948	-0.655568609810597	-0.965391961862282	1.35247739901037	1.4637271410892	-0.463249989347875	0.401800680881125	-1.58562272943169
Ccl27a	0.927167294753701	-1.01435900715358	1.09296813857443	-1.1201665913151	-0.235814144046649	-0.362974746075769	-0.775357683798314	0.322722491676432	1.8258540889579	-0.660039841573015
Sqor	-0.693433713089677	-0.476411504177924	-0.986122272193167	-1.35555532120941	-0.754391989934464	1.42644008732499	1.40232884758911	0.215615886117934	0.854989937154195	0.366540042418396
