PeakID	Irf1_0	Irf1_120	Irf4_0	Irf4_120	Junb_0	Junb_120	Rela_0	Rela_120	Relb_0	Relb_120	Rel_0	Rel_120	Stat1_0	Stat1_120	Stat2_0	Stat2_120	Stat3_0	Stat3_120
peak1908	4.43	0.00	10.51	4.15	0.00	3.83	1.11	10.64	13.51	9.35	1.61	3.19	0.48	1.34	4.10	0.00	1.26	3.20
peak21545	3.32	1.29	0.00	1.78	9.33	1.91	1.11	4.84	2.08	3.12	1.61	0.00	0.48	1.56	0.00	0.64	3.77	0.80
peak16257	15.51	61.85	7.51	2.37	1.56	15.31	0.00	19.34	2.08	11.43	0.00	4.79	1.33	9.93	0.00	8.34	3.77	43.19
peak8575	1.11	7.73	7.51	7.71	28.00	21.05	2.23	10.64	0.00	8.32	0.00	7.98	0.97	1.90	1.37	1.28	1.26	0.00
peak25250	1.11	2.58	12.01	4.15	6.22	7.65	0.00	0.00	1.04	0.00	0.00	3.19	0.73	0.22	0.00	0.00	0.00	0.00
peak24965	9.97	19.33	3.00	4.75	0.00	7.65	0.00	8.70	2.08	0.00	3.22	4.79	1.45	4.57	2.73	7.70	1.89	6.40
peak18556	5.54	10.31	21.02	12.46	10.89	11.48	3.34	7.74	2.08	4.16	0.00	0.00	1.69	2.57	2.73	0.64	5.03	4.80
peak22076	1.11	1.29	3.00	0.00	0.00	3.83	2.23	0.00	1.04	0.00	1.61	0.00	0.60	0.56	0.00	0.64	0.00	0.00
peak7882	3.32	6.44	3.00	3.56	0.00	3.83	0.00	7.74	2.08	1.04	6.44	0.00	1.09	1.12	0.00	1.28	2.51	5.60
peak13580	7.75	10.31	6.00	2.37	0.00	7.65	1.11	0.97	2.08	1.04	0.00	4.79	2.42	2.45	0.00	1.28	0.63	4.00
peak19472	2.22	0.00	0.00	0.00	0.00	1.91	2.23	0.00	2.08	2.08	0.00	1.60	0.24	1.00	0.00	0.00	0.63	0.00
peak13455	8.86	9.02	6.00	0.00	0.00	0.00	1.11	0.00	0.00	0.00	0.00	0.00	0.48	1.23	0.00	4.49	0.63	1.60
peak2857	8.86	56.69	22.52	8.90	9.33	15.31	1.11	7.74	5.19	4.16	4.83	3.19	2.06	9.59	2.73	1.28	0.63	8.00
peak10946	4.43	1.29	3.00	2.37	1.56	3.83	2.23	6.77	4.16	2.08	1.61	1.60	1.57	3.01	4.10	3.21	1.89	0.80
peak10636	5.54	2.58	3.00	4.75	12.45	9.57	3.34	7.74	1.04	3.12	3.22	4.79	1.21	1.00	5.47	4.49	2.51	2.40
peak17363	1.11	1.29	0.00	1.19	0.00	1.91	0.00	1.93	1.04	4.16	3.22	1.60	0.85	0.78	0.00	0.00	0.00	1.60
peak12872	8.86	6.44	6.00	2.97	7.78	5.74	1.11	3.87	3.12	9.35	1.61	3.19	2.18	4.80	4.10	10.90	1.26	8.00
peak26521	0.00	1.29	0.00	0.59	1.56	1.91	4.46	0.00	0.00	0.00	0.00	0.00	1.21	0.78	1.37	0.64	0.63	0.00
peak5740	4.43	3.87	6.00	2.37	0.00	11.48	1.11	8.70	0.00	3.12	1.61	6.38	3.27	3.01	0.00	5.77	1.89	3.20
peak29917	6.65	6.44	13.51	5.34	9.33	7.65	3.34	5.80	2.08	7.28	4.83	3.19	0.97	2.79	0.00	4.49	1.26	3.20
peak13390	22.16	20.62	37.53	14.24	51.34	32.52	1.11	23.21	1.04	12.47	4.83	9.58	2.06	4.46	1.37	0.00	6.29	11.20
peak12314	3.32	3.87	22.52	6.53	14.00	15.31	0.00	3.87	1.04	5.20	1.61	4.79	0.97	2.23	0.00	1.92	3.14	4.80
peak6225	1.11	0.00	0.00	0.00	0.00	1.91	0.00	1.93	2.08	2.08	1.61	0.00	0.73	2.45	0.00	0.00	1.26	0.80
peak22535	6.65	3.87	40.53	4.75	20.22	7.65	0.00	4.84	5.19	8.32	0.00	6.38	1.21	1.00	0.00	2.57	2.51	4.00
peak19931	0.00	2.58	0.00	2.37	0.00	0.00	0.00	1.93	0.00	3.12	0.00	3.19	1.09	2.23	5.47	2.57	1.26	1.60
peak19169	2.22	1.29	3.00	1.19	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.19	0.00	0.45	0.00	1.28	0.00	0.00
peak9516	1.11	2.58	0.00	0.00	3.11	1.91	2.23	0.97	1.04	3.12	0.00	1.60	0.36	1.23	2.73	0.64	2.51	0.80
peak7662	2.22	12.89	6.00	11.86	9.33	3.83	1.11	10.64	3.12	6.24	1.61	6.38	2.30	5.80	4.10	4.49	0.63	4.00
peak28321	1.11	6.44	4.50	0.00	3.11	3.83	2.23	5.80	2.08	1.04	1.61	1.60	0.85	0.45	4.10	2.57	0.63	0.80
peak16842	2.22	5.15	9.01	2.37	0.00	3.83	1.11	8.70	4.16	5.20	0.00	9.58	2.30	2.79	0.00	6.41	1.89	10.40
peak12435	14.40	10.31	45.03	13.05	23.34	19.13	3.34	7.74	5.19	6.24	3.22	6.38	3.27	4.02	2.73	0.64	5.03	7.20
peak6913	0.00	5.15	4.50	4.15	9.33	15.31	4.46	22.25	2.08	2.08	0.00	3.19	1.33	4.02	2.73	1.28	2.51	2.40
peak3165	1.11	28.35	1.50	0.00	0.00	1.91	1.11	1.93	0.00	14.55	0.00	3.19	0.97	1.34	0.00	3.85	3.14	0.00
peak7205	7.75	7.73	37.53	15.42	21.78	15.31	3.34	8.70	5.19	10.39	1.61	4.79	1.94	5.91	6.84	1.92	4.40	8.80
peak13723	1.11	2.58	19.51	5.34	0.00	3.83	0.00	2.90	2.08	0.00	0.00	0.00	2.78	1.90	5.47	2.57	5.03	2.40
peak3118	1.11	2.58	3.00	0.00	0.00	0.00	2.23	0.00	5.19	2.08	1.61	3.19	2.06	1.79	0.00	0.00	0.63	1.60
peak27822	1.11	1.29	0.00	0.00	0.00	0.00	0.00	1.93	0.00	0.00	1.61	0.00	0.24	1.67	2.73	0.00	0.63	0.80
peak25350	0.00	0.00	0.00	2.37	0.00	1.91	0.00	0.97	2.08	0.00	0.00	1.60	1.09	2.01	0.00	3.21	1.26	0.80
peak18862	1.11	0.00	3.00	1.19	0.00	0.00	0.00	2.90	2.08	2.08	0.00	0.00	0.85	0.78	0.00	1.28	2.51	0.00
peak12495	1.11	1.29	0.00	0.59	0.00	3.83	0.00	0.00	0.00	2.08	1.61	1.60	0.97	1.34	2.73	0.64	0.00	0.00
peak20092	5.54	6.44	10.51	2.37	14.00	11.48	2.23	4.84	5.19	5.20	8.05	3.19	2.30	1.34	0.00	2.57	3.14	3.20
peak15774	2.22	3.87	1.50	3.56	3.11	0.00	1.11	0.00	4.16	0.00	4.83	0.00	0.73	1.67	0.00	1.28	0.00	0.80
peak30377	2.22	6.44	6.00	3.56	1.56	7.65	0.00	5.80	5.19	3.12	1.61	6.38	1.69	2.68	0.00	1.28	1.26	2.40
peak12001	7.75	2.58	25.52	26.69	17.11	9.57	4.46	8.70	3.12	5.20	4.83	3.19	2.30	2.79	4.10	3.21	3.14	1.60
peak10147	8.86	12.89	12.01	1.78	24.89	7.65	3.34	16.44	5.19	6.24	0.00	3.19	3.15	4.24	2.73	2.57	5.66	4.00
peak5953	1.11	20.62	1.50	1.78	3.11	3.83	3.34	15.47	4.16	20.79	0.00	4.79	1.81	3.68	0.00	1.28	1.89	2.40
peak29859	12.19	19.33	6.00	4.15	9.33	22.96	8.92	36.75	4.16	6.24	3.22	12.77	0.73	6.36	2.73	6.41	3.14	22.40
peak19956	0.00	7.73	3.00	0.00	3.11	1.91	4.46	0.97	0.00	5.20	3.22	3.19	0.85	1.90	1.37	0.64	1.26	6.40
peak2060	2.22	5.15	4.50	2.97	12.45	5.74	5.57	5.80	3.12	7.28	6.44	0.00	1.94	1.56	0.00	3.85	1.26	2.40
peak8181	15.51	28.35	28.52	17.80	24.89	40.18	3.34	23.21	5.19	17.67	9.66	11.17	2.54	5.69	4.10	6.41	3.14	8.00
peak22179	2.22	2.58	1.50	1.78	0.00	5.74	0.00	0.97	0.00	2.08	3.22	0.00	0.60	2.12	2.73	1.92	0.63	0.80
peak6161	4.43	2.58	6.00	0.00	1.56	3.83	1.11	3.87	6.23	8.32	0.00	0.00	0.36	2.01	0.00	1.28	0.63	3.20
peak4339	8.86	3.87	0.00	0.59	15.56	3.83	4.46	13.54	1.04	19.75	3.22	9.58	0.36	3.12	0.00	4.49	0.00	9.60
peak27637	4.43	5.15	9.01	7.12	4.67	0.00	1.11	5.80	3.12	9.35	0.00	1.60	0.48	4.13	0.00	5.13	0.00	2.40
peak9145	6.65	10.31	4.50	1.78	26.45	28.70	1.11	9.67	3.12	4.16	1.61	3.19	1.81	2.45	1.37	3.85	3.14	6.40
peak29533	11.08	16.75	9.01	8.30	4.67	3.83	4.46	14.51	3.12	7.28	1.61	6.38	2.78	15.62	2.73	18.60	4.40	8.80
peak13146	2.22	3.87	1.50	1.19	4.67	0.00	1.11	5.80	0.00	2.08	3.22	1.60	1.57	1.23	0.00	1.92	5.66	1.60
peak27240	7.75	5.15	21.02	7.12	17.11	11.48	0.00	2.90	1.04	2.08	1.61	1.60	2.66	1.00	4.10	0.64	0.63	3.20
peak26024	11.08	43.81	36.03	19.58	32.67	24.87	2.23	34.82	0.00	8.32	6.44	7.98	2.90	24.66	0.00	7.70	1.26	12.00
peak21535	2.22	1.29	3.00	3.56	3.11	1.91	1.11	1.93	4.16	2.08	1.61	0.00	4.11	1.90	2.73	0.00	0.00	1.60
peak17169	1.11	2.58	10.51	5.34	3.11	0.00	6.69	3.87	3.12	1.04	12.89	7.98	5.44	3.35	8.20	4.49	5.66	4.00
peak5616	4.43	7.73	16.51	11.86	23.34	24.87	4.46	21.28	1.04	9.35	3.22	1.60	0.97	6.36	2.73	3.21	2.51	5.60
peak4788	1.11	9.02	3.00	2.97	3.11	9.57	0.00	4.84	3.12	7.28	1.61	4.79	2.18	2.68	4.10	3.85	1.26	8.00
peak3973	2.22	10.31	3.00	0.59	0.00	1.91	6.69	1.93	0.00	2.08	1.61	3.19	1.45	1.45	1.37	0.00	2.51	2.40
peak16723	6.65	11.60	15.01	7.12	7.78	11.48	3.34	35.79	0.00	13.51	1.61	7.98	2.42	3.57	1.37	0.00	3.14	6.40
peak2895	8.86	6.44	3.00	4.75	31.11	17.22	1.11	12.57	3.12	13.51	4.83	4.79	2.18	4.02	0.00	1.28	1.26	12.80
peak21846	15.51	19.33	13.51	7.71	51.34	24.87	5.57	19.34	5.19	2.08	6.44	4.79	2.42	3.24	4.10	2.57	3.14	4.80
peak8889	0.00	6.44	1.50	0.59	4.67	1.91	1.11	5.80	1.04	1.04	1.61	0.00	0.48	2.45	0.00	0.00	0.63	0.80
peak17940	0.00	0.00	1.50	0.00	0.00	1.91	0.00	0.00	1.04	0.00	1.61	0.00	0.48	1.12	0.00	0.00	1.26	0.80
peak20693	1.11	2.58	0.00	0.00	1.56	3.83	0.00	1.93	0.00	10.39	1.61	7.98	0.12	1.67	0.00	3.21	0.63	4.80
peak17800	3.32	6.44	28.52	6.53	3.11	11.48	3.34	4.84	2.08	6.24	6.44	9.58	1.21	5.24	0.00	2.57	1.89	3.20
peak25003	5.54	9.02	4.50	5.34	4.67	3.83	2.23	11.61	3.12	2.08	1.61	3.19	1.09	5.47	0.00	3.85	0.63	5.60
peak1139	4.43	3.87	0.00	1.78	4.67	3.83	2.23	1.93	3.12	2.08	4.83	1.60	0.85	2.45	4.10	0.00	1.26	4.80
peak30343	0.00	6.44	3.00	2.97	3.11	1.91	0.00	1.93	0.00	0.00	0.00	0.00	1.33	1.34	1.37	1.28	0.63	1.60
peak2644	5.54	18.04	43.53	22.54	7.78	11.48	0.00	10.64	3.12	0.00	1.61	7.98	2.30	3.12	1.37	1.28	3.14	4.80
peak3718	1.11	0.00	0.00	0.00	0.00	0.00	2.23	0.00	2.08	1.04	0.00	1.60	1.21	0.89	0.00	1.92	2.51	0.00
peak14279	6.65	2.58	4.50	4.75	31.11	9.57	2.23	8.70	5.19	5.20	3.22	1.60	1.09	3.57	0.00	0.64	0.00	0.80
peak4835	3.32	2.58	7.51	2.37	4.67	7.65	1.11	6.77	1.04	5.20	0.00	4.79	0.24	2.34	1.37	5.13	2.51	7.20
peak8882	11.08	21.90	4.50	11.27	14.00	47.83	6.69	56.10	4.16	29.10	3.22	25.54	2.18	5.58	1.37	4.49	1.26	5.60
peak7583	3.32	11.60	36.03	3.56	3.11	9.57	1.11	1.93	3.12	0.00	3.22	0.00	1.69	1.90	4.10	0.64	2.51	8.00
peak5092	3.32	3.87	4.50	4.75	9.33	9.57	1.11	2.90	1.04	1.04	1.61	6.38	1.09	1.79	0.00	1.28	2.51	5.60
peak762	2.22	2.58	0.00	2.97	4.67	5.74	0.00	6.77	3.12	11.43	0.00	1.60	0.73	1.79	4.10	1.92	0.00	5.60
peak22282	2.22	3.87	1.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.48	0.89	0.00	2.57	0.63	0.80
peak21908	4.43	7.73	6.00	1.78	18.67	3.83	1.11	3.87	5.19	3.12	4.83	3.19	2.54	4.02	5.47	1.92	3.14	5.60
peak30043	26.59	54.12	1.50	4.75	6.22	3.83	1.11	4.84	1.04	2.08	1.61	1.60	2.18	1.23	1.37	2.57	0.63	4.00
peak16628	2.22	1.29	3.00	2.37	3.11	1.91	0.00	0.00	0.00	1.04	1.61	4.79	1.45	0.67	0.00	3.85	1.89	1.60
peak12185	2.22	1.29	6.00	1.19	3.11	1.91	2.23	6.77	0.00	2.08	6.44	1.60	1.21	1.67	5.47	1.92	0.00	1.60
peak26272	6.65	14.17	9.01	5.93	6.22	0.00	2.23	16.44	2.08	8.32	0.00	6.38	1.57	6.14	1.37	0.64	1.89	2.40
peak6693	0.00	0.00	3.00	1.19	0.00	0.00	0.00	0.97	0.00	0.00	1.61	0.00	0.73	0.56	0.00	1.28	1.26	0.80
peak2027	1.11	5.15	3.00	2.37	1.56	5.74	0.00	4.84	2.08	2.08	1.61	1.60	1.69	1.67	2.73	2.57	5.03	1.60
peak21121	2.22	0.00	1.50	0.00	0.00	0.00	0.00	0.00	2.08	0.00	1.61	0.00	0.24	0.45	0.00	1.28	0.00	0.80
peak29803	1.11	2.58	6.00	2.97	0.00	0.00	0.00	0.00	3.12	1.04	1.61	1.60	2.42	0.78	0.00	3.21	0.63	0.00
peak17825	6.65	10.31	4.50	9.49	4.67	11.48	2.23	35.79	3.12	11.43	1.61	11.17	3.02	5.36	4.10	1.92	1.26	6.40
peak9050	0.00	1.29	0.00	1.78	0.00	0.00	0.00	0.00	0.00	0.00	1.61	0.00	0.00	0.78	0.00	1.28	0.00	0.00
peak30141	1.11	0.00	6.00	4.75	3.11	5.74	1.11	24.18	0.00	8.32	6.44	6.38	0.85	0.89	0.00	1.28	3.14	6.40
peak4455	5.54	1.29	4.50	0.00	12.45	15.31	0.00	0.97	2.08	2.08	3.22	1.60	2.54	1.34	2.73	0.64	0.63	2.40
peak3382	1.11	23.19	10.51	10.08	7.78	26.78	3.34	55.13	10.39	13.51	4.83	15.96	2.78	9.59	2.73	12.83	4.40	5.60
peak29874	0.00	1.29	0.00	0.59	0.00	0.00	4.46	0.97	0.00	0.00	0.00	4.79	1.69	0.22	0.00	0.64	1.89	0.00
peak25646	17.72	54.12	18.01	10.08	49.78	57.40	4.46	60.93	5.19	28.06	6.44	14.36	3.15	30.79	0.00	8.34	5.66	29.59
peak23063	3.32	3.87	3.00	1.78	1.56	3.83	0.00	0.97	1.04	0.00	0.00	1.60	2.18	1.45	4.10	0.64	0.63	3.20
peak9055	0.00	1.29	15.01	4.75	0.00	0.00	0.00	4.84	4.16	2.08	1.61	0.00	0.73	1.56	1.37	2.57	0.63	1.60
peak5217	1.11	1.29	0.00	0.59	1.56	3.83	2.23	0.00	3.12	0.00	0.00	1.60	1.09	1.56	2.73	0.00	2.51	1.60
peak23787	2.22	0.00	0.00	0.00	0.00	0.00	0.00	0.97	0.00	0.00	0.00	0.00	0.85	0.22	0.00	3.21	0.63	0.00
peak21698	4.43	6.44	4.50	2.97	6.22	9.57	4.46	3.87	4.16	0.00	3.22	3.19	0.73	0.89	0.00	4.49	1.26	4.00
peak21194	4.43	10.31	13.51	3.56	6.22	1.91	1.11	4.84	2.08	2.08	0.00	4.79	1.69	4.24	1.37	5.13	3.14	3.20
peak17490	2.22	2.58	1.50	1.19	1.56	0.00	0.00	0.00	1.04	1.04	0.00	3.19	0.36	1.34	0.00	0.00	0.63	0.80
peak5163	5.54	5.15	18.01	19.58	3.11	9.57	3.34	13.54	1.04	7.28	1.61	6.38	1.09	4.80	0.00	0.00	1.26	4.80
peak27701	0.00	1.29	0.00	1.19	1.56	3.83	1.11	2.90	0.00	1.04	0.00	0.00	0.85	1.00	0.00	0.00	0.00	0.00
peak24730	8.86	61.85	3.00	5.34	10.89	11.48	1.11	22.25	5.19	37.42	0.00	15.96	1.21	7.59	0.00	3.21	4.40	8.00
peak21559	2.22	7.73	30.02	17.20	1.56	9.57	6.69	0.97	2.08	3.12	0.00	4.79	0.97	2.23	0.00	5.77	0.63	0.80
peak29428	5.54	2.58	6.00	2.97	0.00	0.00	2.23	6.77	0.00	5.20	1.61	1.60	1.45	2.45	0.00	3.21	0.63	0.80
peak26479	5.54	7.73	6.00	0.59	0.00	5.74	5.57	7.74	3.12	4.16	0.00	1.60	0.60	1.45	2.73	0.64	1.26	6.40
peak21476	5.54	7.73	1.50	4.15	7.78	7.65	2.23	8.70	5.19	1.04	1.61	7.98	1.33	3.79	4.10	3.21	0.00	1.60
peak3190	11.08	23.19	18.01	5.34	10.89	36.35	7.80	30.95	8.31	9.35	6.44	6.38	3.75	24.10	0.00	7.70	5.03	8.80
peak9598	7.75	12.89	0.00	2.37	6.22	9.57	6.69	7.74	3.12	2.08	0.00	4.79	1.69	2.45	0.00	1.92	2.51	0.80
peak16985	17.72	29.64	19.51	11.27	32.67	40.18	10.03	43.52	11.43	7.28	8.05	6.38	2.90	8.59	1.37	7.70	5.03	19.20
peak14280	3.32	12.89	15.01	4.75	0.00	3.83	1.11	6.77	2.08	4.16	4.83	7.98	1.21	9.71	1.37	7.05	0.63	2.40
peak7548	4.43	2.58	12.01	4.15	10.89	5.74	0.00	6.77	4.16	1.04	0.00	3.19	1.94	2.34	0.00	3.21	1.26	3.20
peak11965	3.32	7.73	12.01	4.15	7.78	0.00	0.00	7.74	1.04	4.16	3.22	7.98	1.57	5.13	0.00	5.77	1.26	2.40
peak353	1.11	2.58	4.50	1.78	4.67	0.00	2.23	3.87	1.04	0.00	1.61	1.60	0.73	1.00	1.37	0.00	1.26	0.00
peak6449	3.32	9.02	0.00	4.75	3.11	13.39	7.80	32.88	0.00	15.59	0.00	17.56	1.94	3.79	2.73	2.57	3.14	3.20
peak27810	13.29	18.04	15.01	4.15	31.11	22.96	4.46	7.74	0.00	9.35	4.83	6.38	2.30	5.80	6.84	5.13	5.66	8.80
peak10300	4.43	6.44	3.00	0.59	3.11	1.91	3.34	0.97	0.00	3.12	6.44	1.60	1.69	2.01	2.73	6.41	0.63	4.00
peak26207	0.00	2.58	0.00	3.56	1.56	0.00	1.11	0.97	1.04	0.00	3.22	0.00	0.97	0.78	0.00	0.00	2.51	0.00
peak28139	1.11	5.15	4.50	1.19	1.56	5.74	4.46	8.70	1.04	3.12	3.22	0.00	1.45	4.35	0.00	2.57	2.51	4.00
peak7509	1.11	6.44	6.00	2.37	1.56	3.83	2.23	2.90	1.04	0.00	0.00	0.00	1.09	2.57	1.37	3.85	1.89	1.60
peak26285	4.43	0.00	1.50	0.59	0.00	0.00	0.00	0.00	0.00	3.12	1.61	0.00	0.36	0.33	0.00	2.57	1.89	2.40
peak21965	7.75	18.04	51.04	30.25	4.67	30.61	5.57	9.67	4.16	8.32	1.61	6.38	1.94	6.14	2.73	3.21	3.14	6.40
peak1706	3.32	2.58	0.00	1.78	0.00	3.83	0.00	0.00	0.00	4.16	3.22	0.00	0.60	1.23	0.00	0.64	1.89	0.00
peak3197	14.40	25.77	19.51	2.97	23.34	47.83	1.11	26.11	7.27	17.67	0.00	7.98	1.33	5.91	2.73	3.85	5.03	12.00
peak14965	0.00	2.58	0.00	2.97	4.67	3.83	1.11	0.97	0.00	0.00	1.61	3.19	0.73	1.45	1.37	0.64	2.51	2.40
peak7038	5.54	6.44	37.53	14.24	15.56	30.61	1.11	14.51	2.08	27.02	1.61	7.98	2.30	4.80	0.00	3.21	1.26	1.60
peak5895	11.08	39.94	31.52	7.71	7.78	11.48	4.46	16.44	1.04	6.24	4.83	6.38	1.69	17.52	1.37	10.26	0.63	9.60
peak25381	1.11	2.58	3.00	0.00	4.67	7.65	2.23	1.93	1.04	4.16	1.61	4.79	2.18	2.23	1.37	1.92	1.89	4.00
peak6575	4.43	2.58	0.00	2.37	9.33	9.57	0.00	3.87	4.16	3.12	0.00	1.60	0.48	1.79	5.47	0.00	1.26	3.20
peak28074	19.94	27.06	24.02	7.71	12.45	19.13	3.34	15.47	6.23	14.55	3.22	3.19	1.81	5.58	4.10	7.70	1.89	8.80
peak20510	2.22	0.00	3.00	4.75	1.56	5.74	2.23	0.97	1.04	0.00	1.61	6.38	1.69	1.00	2.73	6.41	0.63	7.20
peak2503	0.00	3.87	3.00	2.37	6.22	0.00	0.00	7.74	5.19	2.08	4.83	0.00	1.57	1.34	1.37	3.85	1.26	4.00
peak9452	0.00	5.15	1.50	7.12	4.67	7.65	0.00	9.67	3.12	12.47	6.44	1.60	1.21	4.69	1.37	1.28	0.63	1.60
peak13154	4.43	3.87	0.00	0.00	1.56	5.74	1.11	1.93	1.04	0.00	0.00	0.00	0.73	0.22	0.00	3.85	1.26	1.60
peak8796	3.32	5.15	0.00	0.00	1.56	1.91	2.23	5.80	2.08	1.04	0.00	4.79	0.60	1.23	0.00	0.64	2.51	4.80
peak23008	7.75	7.73	25.52	6.53	1.56	3.83	0.00	2.90	0.00	4.16	0.00	0.00	2.06	5.36	4.10	3.85	0.63	3.20
peak22393	1.11	1.29	3.00	2.97	6.22	1.91	1.11	4.84	0.00	0.00	0.00	1.60	1.57	1.34	2.73	2.57	1.26	1.60
peak28372	3.32	5.15	1.50	4.75	10.89	17.22	0.00	11.61	4.16	5.20	0.00	3.19	0.36	2.12	2.73	1.28	1.26	4.80
peak25082	1.11	5.15	3.00	3.56	4.67	7.65	1.11	9.67	3.12	4.16	1.61	1.60	0.85	4.35	0.00	1.92	3.77	2.40
peak18323	17.72	18.04	79.56	43.30	68.45	47.83	0.00	20.31	10.39	22.87	0.00	9.58	1.45	7.03	13.67	9.62	1.26	9.60
peak11038	0.00	1.29	3.00	0.00	0.00	3.83	0.00	3.87	0.00	2.08	1.61	1.60	1.21	2.23	1.37	2.57	1.26	0.80
peak184	4.43	5.15	10.51	1.78	21.78	9.57	2.23	6.77	2.08	4.16	0.00	1.60	0.36	2.23	0.00	3.85	4.40	1.60
peak5957	3.32	18.04	21.02	7.12	17.11	11.48	2.23	11.61	3.12	0.00	4.83	0.00	2.06	2.34	4.10	7.70	2.51	6.40
peak14192	2.22	2.58	0.00	1.19	0.00	0.00	0.00	0.97	0.00	0.00	0.00	3.19	0.24	0.67	0.00	0.00	0.63	0.00
peak30330	0.00	5.15	0.00	1.78	0.00	0.00	1.11	6.77	1.04	0.00	1.61	1.60	1.33	1.56	0.00	1.92	1.26	0.00
peak7725	0.00	1.29	3.00	0.00	3.11	0.00	0.00	0.00	2.08	1.04	0.00	0.00	0.73	0.78	0.00	0.00	0.63	0.00
peak25913	136.26	202.30	1.50	2.37	7.78	3.83	1.11	14.51	1.04	5.20	4.83	4.79	1.81	6.47	0.00	6.41	6.29	8.00
peak4258	3.32	6.44	1.50	0.00	4.67	3.83	2.23	2.90	2.08	1.04	1.61	1.60	1.21	2.90	0.00	1.92	4.40	4.00
peak3046	4.43	2.58	0.00	2.37	0.00	3.83	0.00	0.97	3.12	5.20	1.61	0.00	1.69	1.34	0.00	1.92	0.63	1.60
peak26492	0.00	2.58	3.00	0.00	0.00	0.00	0.00	0.97	1.04	0.00	0.00	1.60	0.85	0.89	0.00	0.64	1.26	0.00
peak24878	4.43	19.33	7.51	4.75	6.22	7.65	1.11	8.70	3.12	5.20	1.61	6.38	1.45	2.45	1.37	5.13	1.26	4.80
peak3589	6.65	27.06	13.51	14.24	17.11	11.48	3.34	52.23	5.19	19.75	0.00	19.15	0.36	8.48	4.10	2.57	3.77	2.40
peak7320	6.65	14.17	30.02	8.90	17.11	21.05	2.23	14.51	1.04	8.32	1.61	6.38	1.09	2.57	0.00	1.28	5.03	3.20
peak12060	2.22	21.90	18.01	6.53	4.67	13.39	1.11	10.64	1.04	2.08	4.83	1.60	2.06	3.24	0.00	1.28	4.40	2.40
peak5672	4.43	11.60	4.50	3.56	3.11	5.74	2.23	1.93	3.12	5.20	4.83	7.98	1.57	3.24	0.00	3.21	1.89	4.00
peak5075	2.22	5.15	3.00	4.15	0.00	7.65	4.46	5.80	4.16	8.32	3.22	4.79	2.42	3.68	9.57	0.64	1.26	2.40
peak13000	3.32	5.15	0.00	1.19	3.11	0.00	0.00	1.93	1.04	1.04	1.61	0.00	1.09	0.56	0.00	2.57	0.63	2.40
peak15983	0.00	2.58	0.00	1.78	1.56	7.65	1.11	6.77	1.04	8.32	1.61	0.00	1.21	1.67	1.37	1.28	1.26	0.80
peak11904	1.11	6.44	37.53	18.98	1.56	9.57	6.69	5.80	0.00	3.12	4.83	6.38	1.33	3.46	8.20	2.57	0.63	2.40
peak11985	2.22	7.73	1.50	2.97	1.56	17.22	0.00	7.74	3.12	0.00	1.61	3.19	0.60	3.24	1.37	0.64	0.63	1.60
peak26924	0.00	5.15	0.00	3.56	1.56	0.00	1.11	6.77	5.19	17.67	4.83	1.60	1.81	3.35	1.37	1.92	3.14	4.80
peak8443	2.22	1.29	6.00	1.19	3.11	7.65	0.00	4.84	0.00	0.00	1.61	3.19	1.57	0.89	4.10	4.49	0.63	0.00
peak7186	6.65	6.44	9.01	3.56	6.22	7.65	3.34	4.84	2.08	8.32	4.83	4.79	0.85	3.68	1.37	3.21	0.63	1.60
peak14927	6.65	2.58	3.00	2.37	9.33	0.00	1.11	5.80	0.00	6.24	0.00	0.00	1.57	2.34	0.00	5.13	3.77	2.40
peak19660	2.22	1.29	0.00	1.78	4.67	0.00	1.11	0.97	1.04	5.20	0.00	1.60	0.97	0.56	2.73	0.00	0.63	0.00
peak24066	0.00	2.58	0.00	0.59	0.00	0.00	0.00	5.80	0.00	3.12	0.00	0.00	0.12	1.23	4.10	0.64	2.51	1.60
peak12681	4.43	0.00	1.50	2.97	3.11	0.00	1.11	2.90	2.08	2.08	3.22	1.60	1.09	0.56	0.00	1.28	0.63	0.00
peak12030	4.43	27.06	1.50	2.97	0.00	17.22	8.92	44.49	6.23	13.51	3.22	15.96	2.54	8.81	1.37	5.13	0.00	8.00
peak1396	3.32	2.58	1.50	3.56	4.67	1.91	1.11	0.97	1.04	0.00	1.61	3.19	1.09	1.56	0.00	3.21	1.89	0.80
peak27627	2.22	3.87	9.01	1.19	0.00	3.83	7.80	1.93	0.00	2.08	4.83	4.79	2.54	2.12	0.00	1.92	1.89	2.40
peak19302	3.32	7.73	4.50	7.12	6.22	9.57	2.23	6.77	2.08	3.12	1.61	1.60	2.18	2.01	0.00	5.13	2.51	3.20
peak26049	9.97	7.73	6.00	4.75	3.11	11.48	4.46	8.70	2.08	2.08	1.61	6.38	1.69	3.24	1.37	3.85	0.63	3.20
peak23652	3.32	56.69	6.00	3.56	6.22	7.65	2.23	3.87	2.08	7.28	8.05	3.19	1.45	3.90	2.73	3.21	3.14	3.20
peak21851	0.00	2.58	0.00	0.59	0.00	3.83	0.00	0.00	1.04	1.04	0.00	1.60	1.09	0.78	0.00	1.28	0.63	0.80
