PeakID	Uns	CpG	pIC	all3	PU.1_0hr	PU.1_CpG	PU.1_pIC	Rela_0hr	Rela_CpG	RelB_CpG	p300_0hr	p300_CpG	p300_pIC	cREL_0hr	cREL_CpG	cREL_pIC	IRF3_0hr	IRF3_CpG	IRF3_pIC	IRF5_0hr	IRF5_CpG	IRF5_pIC
peak163	15.59	10.08	16.69	15.08	18.01	13.02	19.27	1.84	2.56	1.73	4.12	5.43	2.96	2.88	15.30	13.56	12.42	18.17	20.41	7.19	7.58	10.55
peak14745	4.33	4.90	3.40	1.99	1.30	1.50	0.71	0.92	0.51	0.00	0.26	1.97	1.48	0.00	0.00	0.59	2.66	0.76	0.00	0.00	0.62	0.57
peak12995	1.15	8.35	24.90	14.80	1.04	4.51	4.47	0.92	24.60	51.50	0.77	8.39	10.36	1.73	26.53	20.63	3.55	3.03	98.67	1.03	18.55	15.25
peak9208	20.50	11.52	14.15	18.21	42.54	37.06	34.08	2.77	4.10	10.02	5.15	4.93	4.44	0.00	10.71	4.13	56.80	56.04	58.69	4.93	12.99	10.97
peak1487	0.87	12.10	1.13	19.63	0.00	0.75	0.94	0.00	2.05	1.04	1.55	0.99	1.48	1.73	0.00	0.59	0.00	0.00	0.00	1.64	0.93	1.00
peak7525	0.58	1.44	2.55	7.11	1.04	0.50	1.18	0.92	2.56	26.61	1.29	0.99	1.48	1.15	3.06	1.18	0.89	0.76	0.00	1.23	2.16	1.57
peak18369	24.25	24.48	21.50	25.89	27.67	42.57	37.84	1.38	15.89	4.15	7.22	26.14	41.43	6.33	19.38	18.27	47.04	38.62	662.60	22.18	260.03	250.97
peak28149	7.22	2.02	3.40	5.98	2.35	4.01	2.12	0.00	0.00	0.35	0.26	0.99	0.49	0.58	0.51	1.18	0.00	3.03	3.40	4.52	2.94	1.28
peak25873	25.40	5.18	4.81	11.10	28.71	25.54	22.09	0.92	1.03	2.77	4.38	5.43	2.47	2.30	1.53	4.13	9.76	11.36	9.36	0.82	6.34	5.99
peak13906	3.46	7.20	7.36	7.97	3.65	5.01	3.06	0.46	0.00	0.00	1.03	3.45	4.44	0.00	0.51	1.77	0.89	1.51	0.85	9.86	2.94	4.42
peak360	0.29	5.76	0.00	2.56	0.52	0.25	0.47	0.46	1.03	0.00	0.77	0.49	0.99	1.73	1.02	0.00	0.89	0.00	4.25	0.00	0.62	0.43
peak26825	2.31	2.59	3.40	1.71	0.52	0.75	1.65	0.46	1.03	0.69	0.52	0.49	0.49	0.58	0.51	1.18	0.89	1.51	0.85	1.44	1.24	1.85
peak29820	30.02	12.39	11.03	9.96	11.74	6.76	6.82	2.31	3.08	2.42	2.58	3.45	2.47	0.00	3.57	1.77	12.42	2.27	12.76	0.41	4.02	4.42
peak4894	21.07	57.03	48.10	65.73	13.05	15.02	13.16	1.84	7.69	5.88	4.64	3.45	4.44	1.15	8.67	1.77	18.64	46.95	22.97	2.26	7.58	6.27
peak10528	8.37	5.47	3.68	6.26	30.01	23.29	21.62	1.84	3.08	1.38	2.58	2.96	2.96	0.58	1.02	1.77	5.32	2.27	4.25	3.08	3.40	3.42
peak30201	14.43	16.71	8.77	22.19	4.18	6.76	5.17	0.46	0.51	2.77	1.55	1.97	1.97	0.00	0.51	0.59	6.21	3.79	5.95	1.23	4.95	4.56
peak23463	6.64	10.66	5.94	11.10	2.87	4.26	5.88	1.38	1.54	0.00	1.55	0.49	2.47	1.15	2.04	2.95	1.77	1.51	5.10	0.62	2.94	2.00
peak18758	1.73	2.02	5.09	2.28	0.26	1.25	0.71	0.92	0.00	0.69	0.26	1.97	0.49	1.73	0.51	0.59	0.00	0.76	0.00	0.41	0.93	0.29
peak10234	14.15	11.23	13.58	6.54	2.87	4.26	2.59	0.00	2.05	0.35	0.77	0.00	1.97	0.00	2.04	0.59	1.77	0.76	1.70	4.93	3.25	5.13
peak15406	4.33	11.23	7.92	24.47	3.91	4.76	3.76	1.84	3.08	0.69	1.80	2.96	0.49	0.00	3.57	0.00	9.76	9.84	9.36	0.82	4.33	4.28
peak21169	5.20	27.08	10.19	45.24	2.09	3.26	2.82	1.84	11.79	13.48	0.52	4.44	2.47	2.30	5.61	4.13	1.77	1.51	2.55	0.82	3.09	5.56
peak1580	19.63	18.44	17.26	21.62	8.35	6.26	6.82	0.00	2.56	2.77	1.03	0.00	0.00	0.58	4.08	4.13	6.21	4.54	4.25	4.93	5.57	3.99
peak8135	0.00	13.54	4.24	19.35	0.52	0.75	1.65	0.92	10.76	17.63	0.52	2.47	5.92	0.58	36.22	24.75	0.00	8.33	46.78	1.85	36.79	30.64
peak27799	7.79	2.59	5.66	6.54	4.18	6.51	7.76	3.69	1.54	0.00	1.55	0.00	1.97	2.88	2.55	2.36	22.19	12.87	13.61	3.90	6.80	4.99
peak9091	7.51	10.08	4.81	20.77	1.04	0.75	1.65	3.69	9.74	0.69	1.03	3.45	1.97	0.00	2.55	2.95	0.00	3.03	3.40	5.34	3.09	3.71
peak19729	4.91	0.29	0.28	1.14	0.52	0.00	0.94	0.46	0.00	1.38	0.77	0.00	1.48	0.58	0.51	0.00	0.89	0.76	0.00	0.82	1.08	0.71
peak29484	30.89	30.53	35.65	35.00	72.82	58.84	51.94	4.61	4.10	19.70	14.17	12.33	6.91	1.15	16.32	15.32	26.62	67.39	69.75	8.42	33.86	30.93
peak3749	6.93	3.17	9.62	4.55	1.04	2.50	3.06	0.00	2.05	0.35	1.03	1.97	2.96	0.58	1.53	2.36	0.00	3.03	7.66	1.23	4.17	4.28
peak16294	4.33	25.35	18.67	46.09	2.09	3.76	5.64	0.00	3.08	9.68	1.29	4.44	1.48	0.00	0.00	1.18	1.77	6.06	8.51	0.62	3.86	2.00
peak14811	10.68	10.95	16.41	18.49	7.31	10.77	16.22	0.46	25.11	22.81	2.83	4.44	5.43	8.05	77.03	73.08	12.42	20.45	72.30	1.64	49.93	34.77
peak28834	66.11	36.87	66.77	38.41	56.90	44.32	34.08	1.38	39.46	45.97	19.84	40.94	31.57	1.73	35.20	20.63	76.32	49.22	166.71	14.79	124.76	136.53
peak22124	30.89	12.10	9.90	11.67	34.45	22.79	31.97	0.00	11.28	1.38	7.73	5.43	12.82	0.58	2.55	2.36	5.32	3.79	5.95	1.44	3.09	2.99
peak21918	1.15	4.32	2.83	9.11	1.57	2.75	1.88	0.46	1.03	12.44	1.03	0.99	0.99	0.00	2.04	1.18	5.32	4.54	2.55	2.05	2.78	1.28
peak5553	44.46	27.37	35.37	32.72	26.36	31.05	34.32	2.77	12.81	7.60	6.96	19.24	16.28	6.33	13.77	11.79	72.77	43.16	142.05	15.41	75.60	66.56
peak5974	10.10	4.61	11.60	3.70	14.09	9.26	16.69	0.46	4.10	0.69	4.12	3.45	3.45	0.00	4.59	5.89	6.21	22.72	5.10	3.90	8.66	8.27
peak27622	14.72	14.98	18.39	20.77	6.79	10.02	9.87	4.61	7.18	4.49	2.58	3.45	5.43	1.15	5.61	4.13	6.21	18.93	50.18	2.05	21.95	17.39
peak29386	18.19	9.79	11.32	11.10	96.31	80.13	85.32	1.84	5.64	3.46	12.37	7.40	9.37	1.15	6.63	7.66	39.94	49.98	51.03	7.39	11.44	8.98
peak19495	3.46	8.35	1.98	2.28	1.57	1.25	1.88	2.31	1.03	0.69	0.77	0.00	2.96	0.58	0.51	1.18	0.00	0.00	0.00	0.41	1.24	1.00
peak2320	34.64	24.20	29.14	23.90	32.36	32.30	23.27	2.77	4.10	1.73	4.38	4.93	4.93	1.73	5.61	1.77	30.17	29.53	44.23	2.46	8.04	9.55
peak26210	6.93	9.79	5.94	11.38	49.59	35.56	38.55	1.38	5.13	14.52	4.64	3.95	3.45	1.73	13.77	8.25	16.86	14.39	17.01	3.29	6.49	6.13
peak17266	35.22	21.60	48.10	23.62	30.54	21.53	25.38	0.92	12.81	17.63	9.79	9.37	7.89	0.58	12.24	11.20	140.22	147.66	147.15	7.81	33.24	24.23
peak29144	12.99	7.78	5.66	7.40	14.88	9.77	11.75	0.46	2.05	2.07	2.32	1.97	4.93	1.73	2.55	0.59	12.42	11.36	10.21	3.08	5.10	5.56
peak7802	5.77	6.34	4.81	14.23	8.35	8.01	7.99	0.92	1.03	5.53	2.06	2.47	2.96	0.00	1.53	0.59	2.66	3.03	6.80	1.85	3.71	5.99
peak24165	7.51	24.20	47.81	20.77	5.74	11.52	30.79	2.77	14.86	25.23	2.58	4.93	15.78	1.15	9.18	8.25	3.55	7.57	5.95	0.21	0.31	2.85
peak21315	2.31	3.17	5.38	5.69	2.09	4.01	2.12	0.46	1.03	0.69	1.55	0.99	0.49	1.73	0.51	1.77	0.00	0.00	0.85	1.23	0.31	1.28
peak1321	17.61	5.18	4.24	2.85	26.10	19.28	16.45	0.00	0.00	2.07	4.38	1.97	0.49	1.73	3.57	2.36	32.84	34.08	34.02	3.08	10.36	9.83
peak19667	9.24	4.90	4.53	4.27	34.45	25.54	28.91	0.00	7.18	0.35	4.38	3.45	5.43	1.73	6.12	2.36	8.87	4.54	11.91	0.00	2.78	3.14
peak1613	0.58	0.86	5.94	1.14	0.78	2.25	2.59	0.92	2.05	7.95	1.55	0.99	2.47	2.30	17.34	10.02	1.77	3.03	10.21	4.93	14.53	16.25
peak12817	16.17	16.71	33.10	16.50	58.20	53.83	65.58	1.84	6.15	7.60	5.93	6.91	7.89	0.00	16.83	22.99	27.51	31.05	62.94	4.11	23.65	29.79
peak469	6.93	2.88	9.34	2.28	41.24	42.57	36.20	0.00	0.51	0.69	2.58	3.45	3.95	1.15	2.04	3.54	4.44	6.06	9.36	3.08	5.41	5.27
peak16209	6.93	4.90	5.66	5.12	0.26	0.75	0.71	0.00	0.00	0.69	0.26	0.49	0.00	1.15	0.00	0.59	0.00	0.76	0.85	7.19	2.63	1.00
peak8530	2.31	3.46	5.66	0.85	13.05	10.02	6.11	0.92	2.05	0.00	1.29	1.48	1.97	1.15	3.06	3.54	0.89	3.03	0.85	0.62	3.09	4.85
peak4868	16.74	15.27	26.31	21.62	20.88	18.78	27.74	5.53	4.10	8.30	4.38	7.40	13.81	0.00	8.16	21.22	1.77	11.36	13.61	6.16	10.67	14.11
peak25209	9.82	9.51	14.43	7.40	35.50	34.30	32.20	2.31	8.71	0.69	5.41	4.93	3.95	2.30	4.59	2.95	12.42	17.42	30.62	2.46	9.28	7.70
peak1928	4.04	4.32	7.64	5.12	0.78	2.25	2.12	1.38	0.51	0.35	1.29	2.47	0.49	1.15	0.00	1.18	0.89	2.27	1.70	1.03	4.79	3.71
peak3920	30.31	38.60	24.90	34.14	31.58	26.29	28.21	1.38	6.66	10.02	3.87	5.92	6.91	2.30	5.61	8.84	22.19	17.42	36.57	5.96	17.78	14.25
peak9374	0.87	3.46	4.81	7.40	0.78	1.00	0.47	0.00	2.05	8.64	1.55	1.48	0.99	0.58	2.04	1.18	0.89	3.03	0.85	0.82	1.86	1.43
peak912	2.60	5.47	1.98	7.11	2.09	2.25	2.82	0.00	2.56	4.15	0.77	2.96	0.00	1.15	8.67	2.95	4.44	6.82	5.95	2.05	8.50	4.70
peak7685	6.06	2.88	4.81	1.99	0.78	1.50	1.65	0.00	0.51	0.35	1.55	1.48	1.48	0.00	0.00	1.18	0.00	2.27	0.00	0.00	1.24	1.28
peak3672	1.44	27.08	24.61	42.68	2.09	3.51	3.06	0.00	15.89	13.83	1.80	4.44	1.97	0.58	11.22	3.54	3.55	4.54	8.51	1.44	7.42	5.99
peak7706	4.33	1.73	0.00	0.00	1.30	0.75	0.47	0.00	0.00	0.00	0.26	0.99	0.49	0.00	1.53	0.00	0.00	0.76	3.40	0.41	1.39	0.57
peak10803	1.73	12.67	8.20	35.00	1.83	3.00	0.94	0.00	27.68	43.90	2.32	1.97	0.00	3.45	11.22	7.66	0.89	3.03	4.25	1.44	9.89	5.42
peak27588	1.15	2.02	11.03	1.99	1.04	1.25	1.88	0.00	2.56	0.69	0.52	0.49	1.48	1.73	1.02	4.13	0.89	0.76	5.10	0.21	2.32	2.42
peak15143	6.93	3.17	3.11	1.71	7.31	9.01	9.87	0.92	0.51	0.00	1.80	4.93	3.95	1.15	5.61	7.07	16.86	13.63	45.93	1.03	8.81	8.84
peak30023	7.22	7.78	4.24	2.28	5.74	4.01	3.53	0.46	0.00	0.35	1.55	0.99	1.48	0.58	2.04	0.00	1.77	7.57	3.40	1.23	0.62	0.43
peak9708	1.44	6.34	1.70	7.11	1.57	2.25	4.00	1.84	4.10	4.84	0.52	0.99	0.49	0.00	3.06	0.59	1.77	3.03	0.00	0.21	2.01	1.14
peak16377	20.79	11.81	18.39	13.66	27.40	24.79	36.67	0.00	9.23	7.26	9.79	15.79	13.81	4.03	13.77	11.20	20.41	16.66	96.12	13.76	81.47	53.59
peak12484	1.44	30.53	39.33	48.09	1.57	2.75	3.53	0.92	2.05	37.68	1.55	4.93	1.48	1.15	6.12	3.54	3.55	9.84	16.16	0.21	8.04	3.14
peak11609	6.06	2.02	6.51	1.42	20.62	13.52	10.11	1.38	1.03	2.07	3.35	3.45	2.96	1.15	9.18	4.13	6.21	13.63	21.26	2.26	9.43	10.55
peak8537	30.02	46.38	45.55	73.41	24.01	18.53	25.38	1.84	4.10	15.21	7.99	6.91	6.41	1.15	11.73	12.38	66.56	121.91	78.25	5.75	12.68	14.11
peak2190	5.49	2.59	0.85	2.56	2.35	1.50	2.35	2.77	2.56	1.04	0.77	0.49	0.00	0.00	1.02	2.36	0.89	0.00	4.25	2.46	1.70	2.85
peak4446	8.66	7.78	11.32	14.51	5.74	5.51	4.23	0.92	4.61	1.38	1.80	2.47	0.99	0.00	2.04	0.00	2.66	0.76	0.85	6.78	3.25	3.42
peak11667	10.10	2.88	3.96	14.80	1.57	3.00	1.65	2.77	3.59	1.04	2.83	2.47	3.45	1.15	0.51	1.18	0.00	4.54	0.85	6.37	2.32	4.42
peak17568	13.86	10.08	6.51	13.66	3.91	5.51	3.76	0.92	3.59	2.77	0.77	0.49	1.97	1.73	3.57	0.59	3.55	4.54	3.40	0.82	2.32	3.14
peak14760	1.73	2.88	7.07	8.82	1.04	0.50	1.65	2.31	3.08	0.00	0.26	0.00	1.97	0.58	0.51	2.36	1.77	0.76	2.55	0.62	1.08	1.00
peak6512	1.73	0.58	8.49	3.41	0.78	3.26	4.23	2.31	8.20	8.64	1.03	4.93	3.45	0.58	7.14	11.79	0.00	0.00	68.05	1.03	7.58	11.12
peak665	1.15	3.46	13.30	5.12	2.61	8.01	8.46	0.00	4.10	1.73	0.52	1.97	3.45	1.73	18.36	20.63	5.32	6.06	16.16	1.23	5.26	8.12
peak1620	36.09	23.62	28.58	29.31	29.75	19.03	20.68	1.84	7.18	4.49	5.67	8.88	4.44	1.73	6.63	11.20	23.96	16.66	45.93	9.65	26.44	26.65
peak13282	2.02	6.34	0.85	2.56	8.87	6.01	5.41	0.00	2.05	2.07	0.52	1.97	2.47	0.00	2.04	0.00	1.77	1.51	0.85	1.85	0.77	1.57
peak71	31.76	15.55	18.39	17.93	41.76	36.56	38.55	2.31	10.76	18.32	9.79	5.43	6.41	1.73	13.26	5.89	47.92	82.54	57.84	7.81	27.98	21.95
peak18914	7.22	12.67	30.84	13.09	6.79	16.03	12.93	1.84	17.43	26.96	1.29	4.93	4.44	0.58	13.26	12.97	60.35	69.67	83.36	2.05	11.44	8.69
peak16979	0.87	3.74	4.24	6.83	1.04	0.75	1.88	0.00	2.05	13.83	0.52	2.47	0.99	0.58	4.59	4.13	0.00	0.00	1.70	0.41	1.70	1.71
peak14137	4.91	1.44	1.70	0.85	1.30	0.25	0.71	0.00	0.00	1.73	0.52	0.99	0.00	1.15	2.04	0.59	0.89	2.27	1.70	1.03	0.46	1.00
peak9287	12.99	5.47	3.96	7.11	6.00	3.76	5.17	1.38	1.03	6.91	1.80	2.96	0.49	2.30	2.55	2.95	3.55	3.79	5.10	2.67	4.64	4.56
peak17936	9.82	4.32	6.51	1.42	8.35	6.51	6.82	1.38	5.64	4.15	2.58	2.47	1.48	1.15	0.00	0.00	4.44	0.76	5.95	2.05	4.02	7.27
peak11852	22.52	7.78	15.56	8.82	44.63	43.82	45.36	2.31	17.43	22.12	10.05	31.57	21.70	0.58	25.51	15.32	12.42	41.65	45.93	7.39	23.34	19.38
peak14227	3.75	6.05	5.94	4.84	3.91	3.00	3.06	0.92	1.03	0.69	1.03	0.49	1.97	0.00	2.04	0.59	1.77	2.27	5.10	1.44	2.32	1.85
peak8689	2.89	14.11	5.94	25.61	12.01	17.53	17.16	0.00	3.59	21.43	2.06	2.96	2.47	3.45	18.87	7.07	10.65	31.05	17.86	1.85	28.45	12.68
peak7130	4.33	19.30	18.11	38.13	1.83	6.26	6.11	0.00	3.08	37.33	1.29	1.97	3.45	2.30	8.16	2.36	0.89	4.54	9.36	2.67	7.73	5.27
peak25468	0.87	1.44	9.90	4.55	0.26	2.00	6.35	0.92	1.03	6.57	1.03	0.49	3.95	0.00	0.51	4.71	0.00	0.00	0.00	0.82	0.93	2.28
peak23095	12.99	7.49	13.30	8.82	6.52	3.76	6.82	0.00	5.13	7.60	3.09	3.95	2.96	5.18	3.57	5.89	44.37	22.72	40.83	6.78	9.58	9.26
peak21262	26.85	31.11	23.48	28.45	16.44	9.51	9.40	2.77	8.20	2.07	2.83	2.96	2.47	0.00	4.59	2.95	45.26	31.80	44.23	2.26	3.86	5.84
peak20975	4.62	8.64	11.88	16.22	9.66	12.77	12.46	3.23	3.08	4.15	1.03	5.92	5.92	2.88	10.20	9.43	0.89	2.27	16.16	5.55	8.66	8.84
peak950	8.95	10.95	16.69	11.10	3.39	4.76	7.76	0.92	1.54	4.15	1.80	3.95	2.47	3.45	9.69	11.20	11.54	33.32	39.98	5.96	10.67	11.54
peak1049	50.52	49.55	69.32	77.68	16.44	23.29	26.33	6.00	18.96	67.40	7.73	20.23	18.25	8.63	50.50	31.83	44.37	62.09	210.94	5.96	92.91	56.58
peak6749	2.31	1.73	5.94	2.85	0.26	1.75	0.71	1.84	0.51	0.00	1.03	0.49	0.00	0.58	0.51	1.77	2.66	0.00	0.00	0.21	0.93	1.00
peak5881	4.62	1.44	3.96	1.42	1.30	0.50	1.65	3.23	1.03	0.00	1.55	1.48	1.48	0.58	0.51	0.59	0.89	1.51	0.00	1.44	0.62	1.28
peak11983	6.06	2.02	5.66	3.41	0.26	1.25	0.94	0.00	0.00	0.00	1.29	1.97	0.00	1.15	0.00	0.00	0.00	0.00	0.00	9.04	1.70	2.57
peak18304	12.70	21.60	10.19	19.63	25.84	24.54	26.09	3.23	3.59	9.68	1.80	2.47	4.93	1.73	18.36	10.02	19.52	15.14	31.47	2.46	13.14	9.83
peak18442	74.19	60.78	39.61	65.44	0.78	1.50	1.41	0.92	0.00	1.38	1.55	1.48	1.48	0.00	0.00	1.18	0.89	0.76	3.40	16.64	7.42	10.83
peak5713	16.74	6.05	8.20	9.96	23.75	20.28	14.57	0.92	5.13	6.91	5.15	7.40	8.39	1.73	4.59	4.13	2.66	4.54	14.46	6.57	10.05	8.69
peak12875	4.62	2.88	1.70	5.41	0.52	1.50	1.65	1.38	0.00	0.69	0.77	0.49	1.48	0.58	0.51	0.00	0.00	0.00	2.55	1.44	0.46	0.29
peak7551	7.22	3.46	4.81	1.71	7.83	5.01	5.41	1.38	0.00	1.38	1.55	0.99	0.99	1.73	8.67	1.18	11.54	9.84	17.01	2.05	6.80	5.27
peak22575	12.70	6.63	6.51	6.83	6.79	4.76	4.23	1.38	0.51	0.35	2.83	1.48	1.48	1.15	1.53	2.36	3.55	1.51	8.51	3.49	3.25	3.71
peak19527	5.20	1.73	2.26	2.28	9.92	6.76	8.70	0.92	1.54	2.07	1.55	0.49	0.00	1.73	1.02	0.00	0.89	0.00	2.55	2.26	3.25	1.85
peak17854	2.89	11.81	4.53	17.64	11.48	15.77	10.34	1.84	1.03	6.57	0.52	2.96	0.49	1.73	2.04	3.54	2.66	2.27	5.10	2.67	5.10	3.42
peak15673	2.31	3.74	2.26	7.40	0.78	0.75	1.88	0.00	0.00	0.35	0.26	0.00	0.00	0.00	0.51	0.00	1.77	0.76	2.55	1.64	0.77	0.86
peak21401	0.87	2.88	3.11	6.83	0.26	0.75	2.12	0.92	1.03	4.84	1.29	0.00	0.99	1.73	3.06	2.36	0.89	2.27	0.85	0.62	1.08	2.14
peak19470	11.55	35.14	30.56	53.21	9.40	12.27	19.74	5.53	54.33	86.07	3.35	11.35	5.43	2.88	44.89	34.77	17.75	24.99	89.31	7.81	57.97	50.31
peak15167	23.10	31.69	9.62	36.70	12.79	17.03	18.33	2.77	8.20	3.46	6.96	5.43	5.92	2.30	2.55	4.13	25.74	20.45	28.92	6.78	14.22	11.26
peak29107	5.77	8.35	3.96	7.97	15.40	17.28	14.10	1.84	1.03	1.04	1.80	2.47	1.97	0.58	0.51	0.59	8.87	8.33	13.61	1.64	2.78	5.56
peak4008	1.44	8.93	2.55	7.40	2.87	2.25	2.12	0.00	2.05	5.53	1.55	1.48	0.49	1.15	1.53	1.77	0.00	3.03	0.85	1.64	0.62	1.57
peak13190	18.19	16.13	22.63	24.75	26.10	25.54	33.14	1.84	5.64	7.95	5.93	10.85	11.34	0.00	8.67	15.91	7.10	9.09	63.79	16.02	46.07	43.61
peak16469	24.83	10.95	13.86	15.08	35.23	30.55	29.38	0.00	3.59	5.53	4.12	7.40	3.45	2.30	8.16	4.71	34.61	61.34	51.03	1.23	8.35	10.26
peak14624	10.68	15.27	7.92	18.21	10.70	8.51	10.81	3.23	3.59	3.11	1.29	0.99	1.97	1.15	2.55	4.71	14.20	11.36	14.46	0.82	2.32	3.56
peak11509	2.60	2.59	3.11	4.55	2.35	2.50	1.65	0.00	0.00	1.73	3.09	4.44	3.45	1.73	8.67	5.89	1.77	3.79	24.67	4.31	13.30	15.39
peak17356	16.74	12.10	22.35	9.67	0.78	1.25	1.18	2.31	2.56	0.69	1.55	0.99	1.48	1.15	1.02	0.00	1.77	1.51	1.70	3.70	1.55	3.85
peak26294	13.86	8.35	15.84	7.11	8.61	5.76	5.64	0.46	2.05	2.07	2.32	4.44	1.97	2.88	1.02	0.00	5.32	5.30	4.25	1.03	1.55	2.00
peak4888	33.78	23.62	24.05	34.71	94.22	77.12	77.33	4.15	8.20	15.90	15.98	19.73	10.36	1.73	15.30	8.25	19.52	21.96	39.13	11.09	27.67	28.93
peak13834	4.62	3.46	5.66	2.28	5.22	5.26	5.17	0.00	1.03	7.26	1.80	3.95	3.95	0.00	4.08	1.77	3.55	3.79	5.10	0.21	2.16	3.42
peak26947	10.10	5.18	7.07	10.53	14.35	7.76	10.58	2.31	4.10	7.60	4.12	2.96	3.95	2.30	2.55	2.36	8.87	12.87	6.80	6.16	4.79	5.27
peak21707	10.68	16.71	11.32	18.49	39.67	39.06	34.32	0.00	2.56	3.80	3.87	5.92	4.44	1.15	10.20	1.77	16.86	13.63	33.17	6.37	20.87	19.38
peak15651	11.55	23.04	18.67	31.87	10.44	17.53	13.40	0.92	18.45	15.21	1.55	6.91	4.93	3.45	22.45	15.32	6.21	11.36	11.06	4.72	17.16	11.12
peak19790	6.06	5.47	16.69	7.40	5.74	9.51	11.28	1.38	3.59	6.91	1.03	3.45	1.97	0.58	1.02	5.30	2.66	6.82	8.51	3.49	8.97	12.11
peak17478	6.64	8.35	6.22	8.54	9.66	10.27	12.69	0.46	3.59	1.38	0.77	1.97	2.47	1.15	2.04	0.59	0.00	3.03	4.25	9.65	5.72	7.84
peak8123	44.75	32.84	49.51	38.41	0.52	2.25	2.82	0.46	1.03	1.38	1.29	1.48	2.47	0.58	1.53	0.00	0.00	0.00	1.70	9.65	7.11	5.70
peak9986	23.67	7.20	9.34	1.71	58.72	48.08	44.19	0.46	8.20	0.69	10.82	5.92	2.96	1.73	7.65	5.89	55.02	27.26	46.78	2.67	12.52	10.69
peak14832	8.08	25.64	23.48	42.40	14.35	23.29	18.33	0.46	100.97	62.91	2.06	13.81	5.43	0.58	54.07	15.32	6.21	8.33	29.77	5.55	58.59	39.05
peak12745	0.58	4.32	8.20	1.14	1.30	2.25	3.53	0.00	1.03	2.42	0.26	0.49	1.97	0.00	0.51	0.59	1.77	4.54	1.70	0.21	3.40	1.71
peak21894	4.04	3.74	7.07	7.97	0.26	0.25	0.71	0.00	0.00	0.00	0.00	0.49	0.49	0.00	0.00	1.18	0.89	3.03	0.85	2.88	2.01	1.14
peak7909	11.26	9.79	16.41	16.50	68.90	56.59	53.83	0.92	5.13	3.11	10.05	7.89	4.93	1.15	8.16	5.89	9.76	13.63	9.36	3.08	8.35	8.12
peak3478	13.28	6.34	14.43	3.98	5.48	7.26	7.99	0.92	2.05	4.49	2.06	8.88	7.89	1.73	8.67	11.79	47.04	65.88	206.69	6.37	54.88	41.47
peak24509	33.78	11.23	10.19	13.94	41.50	38.31	35.26	2.77	7.69	12.10	6.18	12.83	6.41	2.30	13.26	8.25	21.30	21.20	45.93	3.70	28.91	24.51
peak3641	35.22	23.33	40.17	22.76	54.81	56.84	46.54	0.46	16.91	23.50	12.37	21.71	17.26	6.90	29.59	25.93	47.04	47.71	79.95	4.31	15.77	21.09
peak28654	2.60	4.32	10.47	4.84	8.35	9.77	5.17	0.46	6.66	4.15	1.55	5.92	3.45	1.15	7.14	2.95	3.55	3.79	11.06	1.23	6.49	4.42
peak19160	0.87	4.03	4.81	4.27	1.57	4.01	2.12	0.00	2.05	11.75	1.80	2.96	0.49	0.58	6.63	4.71	0.00	3.79	0.85	1.44	5.41	1.71
peak25058	1.44	8.07	18.67	16.50	1.83	0.75	1.41	0.92	3.08	11.06	0.77	1.48	1.97	0.58	1.02	4.13	0.00	2.27	4.25	0.82	2.47	1.57
peak1553	25.69	26.79	21.50	31.87	13.31	16.03	15.98	0.00	5.13	3.80	1.80	3.45	5.92	0.00	2.55	4.71	3.55	9.09	7.66	9.45	8.50	8.98
peak9497	2.31	2.30	5.09	2.28	1.83	0.75	2.12	2.77	0.51	0.35	0.77	1.48	0.49	0.58	0.51	0.00	1.77	0.00	0.00	3.08	2.47	2.28
peak14357	2.60	1.44	4.24	6.54	2.09	0.50	0.94	0.46	1.54	1.38	0.77	0.49	0.99	0.00	2.04	0.00	0.89	0.00	4.25	0.82	1.86	2.71
peak5161	2.02	5.76	6.79	11.95	4.96	7.01	8.70	1.84	2.56	3.46	0.52	1.48	1.97	0.58	5.61	4.71	1.77	5.30	9.36	1.64	2.94	3.14
peak9428	5.49	0.86	1.13	2.28	4.44	4.51	2.82	0.00	0.00	0.69	1.29	0.99	0.99	1.15	1.02	1.18	0.00	3.03	3.40	0.62	2.32	2.14
peak25510	14.43	8.64	6.22	7.97	3.39	1.75	2.12	1.84	0.51	0.00	1.55	2.47	1.97	0.58	0.51	1.77	0.00	0.76	1.70	2.05	1.55	1.57
peak24043	0.29	5.18	1.13	8.82	1.04	0.50	0.94	0.00	0.51	1.73	0.26	0.99	0.49	0.00	2.04	0.59	3.55	0.76	0.00	1.03	1.08	1.00
peak26219	6.06	3.74	3.40	2.28	1.30	1.75	0.71	3.69	0.51	0.00	1.80	2.96	1.48	0.00	1.02	0.59	0.00	2.27	1.70	2.26	1.86	0.14
peak7284	136.55	178.02	151.36	222.50	123.45	121.19	123.63	16.60	154.78	206.70	38.91	89.78	37.49	10.93	188.74	88.99	92.30	88.60	152.25	24.24	150.57	127.41
peak15951	6.35	6.05	7.64	8.25	30.80	26.04	31.26	1.38	3.08	3.46	2.83	4.44	13.81	2.30	8.16	8.84	27.51	28.77	51.89	3.49	13.76	15.68
peak18821	1.15	0.86	1.13	7.40	2.09	1.25	2.35	0.92	2.05	3.11	0.26	1.97	2.96	2.30	2.55	1.77	3.55	0.00	1.70	1.03	1.08	2.71
